filename,education_score,experience_years,experience_score,keyword_score,jd_similarity,total_score,skills
20237244.pdf,4,0,0,0.0,0.36015422927156365,0.8900385573178909,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 0}"
17987433.pdf,4,0,0,0.0,0.3936351023210824,0.8984087755802707,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 0}"
13477922.pdf,4,0,0,0.0,0.4993525140685715,0.924838128517143,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 0}"
12045067.pdf,4,0,0,0.0,0.6219612957088365,0.9554903239272092,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 0}"
40018190.pdf,4,0,0,0.0,0.6634552741770565,0.9658638185442642,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 0}"
15802627.pdf,4,0,0,0.0,0.8083650231914324,1.002091255797858,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 0}"
10839851.pdf,4,0,0,0.0,0.8993520211009821,1.0248380052752455,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 0}"
64017585.pdf,4,0,0,1.5,0.23637529360616255,1.2340938234015406,"{'programming': 0, 'data_science': 0, 'cloud': 1, 'databases': 0, 'soft_skills': 0}"
29051656.pdf,4,0,0,1.7790697674418603,0.3936743388718664,1.3431860265784317,"{'programming': 10, 'data_science': 0, 'cloud': 4, 'databases': 27, 'soft_skills': 2}"
19796840.pdf,4,0,0,2.083333333333333,0.21565806310433983,1.3747478491094183,"{'programming': 3, 'data_science': 0, 'cloud': 0, 'databases': 5, 'soft_skills': 4}"
66832845.pdf,4,0,0,2.0,0.30784949909725823,1.3769623747743145,"{'programming': 0, 'data_science': 0, 'cloud': 1, 'databases': 0, 'soft_skills': 1}"
20824105.pdf,4,0,0,1.90625,0.4466989864027817,1.3882372466006956,"{'programming': 9, 'data_science': 0, 'cloud': 15, 'databases': 4, 'soft_skills': 4}"
18187364.pdf,4,0,0,1.8888888888888888,0.575768182959427,1.416164267962079,"{'programming': 13, 'data_science': 2, 'cloud': 0, 'databases': 21, 'soft_skills': 0}"
18067556.pdf,4,0,0,2.0833333333333335,0.38904338235236025,1.4180941789214234,"{'programming': 23, 'data_science': 9, 'cloud': 10, 'databases': 8, 'soft_skills': 4}"
12763627.pdf,4,0,0,2.1296296296296298,0.4090410380844684,1.4346676669285245,"{'programming': 16, 'data_science': 0, 'cloud': 0, 'databases': 10, 'soft_skills': 1}"
79541391.pdf,4,0,0,2.3000000000000003,0.2557989978481145,1.4389497494620287,"{'programming': 6, 'data_science': 4, 'cloud': 0, 'databases': 0, 'soft_skills': 0}"
30223363.pdf,4,0,0,2.183333333333333,0.37432349380898366,1.439414206785579,"{'programming': 15, 'data_science': 1, 'cloud': 0, 'databases': 9, 'soft_skills': 5}"
10089434.pdf,4,0,0,2.0,0.5633329093051391,1.440833227326285,"{'programming': 6, 'data_science': 0, 'cloud': 6, 'databases': 0, 'soft_skills': 0}"
24020470.pdf,4,0,0,2.0,0.5681883893753332,1.4420470973438333,"{'programming': 0, 'data_science': 0, 'cloud': 1, 'databases': 0, 'soft_skills': 1}"
48037995.pdf,4,0,0,2.0,0.5894407231601742,1.4473601807900436,"{'programming': 0, 'data_science': 1, 'cloud': 0, 'databases': 0, 'soft_skills': 0}"
13836471.pdf,4,0,0,2.25,0.3537840027437416,1.4509460006859354,"{'programming': 9, 'data_science': 0, 'cloud': 0, 'databases': 3, 'soft_skills': 0}"
21283365.pdf,4,0,0,2.227272727272727,0.397184742373585,1.4561143674115782,"{'programming': 1, 'data_science': 0, 'cloud': 3, 'databases': 0, 'soft_skills': 7}"
17681064.pdf,4,0,0,2.2333333333333334,0.41011899038558675,1.46086308092973,"{'programming': 0, 'data_science': 0, 'cloud': 1, 'databases': 3, 'soft_skills': 11}"
91121135.pdf,4,0,0,2.25,0.40376298761673174,1.463440746904183,"{'programming': 0, 'data_science': 2, 'cloud': 0, 'databases': 0, 'soft_skills': 2}"
31243710.pdf,4,0,0,2.1666666666666665,0.5288372935173105,1.4738759900459943,"{'programming': 7, 'data_science': 0, 'cloud': 0, 'databases': 6, 'soft_skills': 5}"
20024870.pdf,4,0,0,2.416666666666667,0.2925562625349201,1.4773057323003969,"{'programming': 5, 'data_science': 1, 'cloud': 0, 'databases': 0, 'soft_skills': 0}"
27295996.pdf,4,0,0,2.1666666666666665,0.5454095798893966,1.4780190616390159,"{'programming': 3, 'data_science': 2, 'cloud': 2, 'databases': 0, 'soft_skills': 2}"
10265057.pdf,4,0,0,2.3333333333333335,0.39659497718231823,1.482482077628913,"{'programming': 7, 'data_science': 4, 'cloud': 0, 'databases': 0, 'soft_skills': 1}"
52246737.pdf,4,0,0,2.125,0.6071132804794066,1.4830283201198518,"{'programming': 0, 'data_science': 3, 'cloud': 0, 'databases': 0, 'soft_skills': 1}"
32959732.pdf,4,0,0,1.875,0.8624058466828145,1.4843514616707036,"{'programming': 2, 'data_science': 0, 'cloud': 9, 'databases': 1, 'soft_skills': 4}"
18159866.pdf,4,0,0,2.0,0.745595731760948,1.486398932940237,"{'programming': 0, 'data_science': 0, 'cloud': 1, 'databases': 5, 'soft_skills': 6}"
29075857.pdf,4,0,0,2.289473684210526,0.4881902543313763,1.4944159846354759,"{'programming': 2, 'data_science': 4, 'cloud': 0, 'databases': 2, 'soft_skills': 11}"
28697203.pdf,4,0,0,2.5,0.28585820918114674,1.4964645522952866,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 5}"
52618188.pdf,4,0,0,2.3,0.5040658637977045,1.501016465949426,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 2, 'soft_skills': 8}"
81761658.pdf,4,0,0,2.5,0.31165389777401853,1.5029134744435046,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 4}"
57002858.pdf,4,0,0,2.5,0.3139368535414988,1.5034842133853747,"{'programming': 2, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 5}"
38753827.pdf,4,0,0,2.25,0.5684499847389675,1.504612496184742,"{'programming': 0, 'data_science': 0, 'cloud': 1, 'databases': 0, 'soft_skills': 3}"
15118506.pdf,4,0,0,2.5,0.3250484016920012,1.5062621004230003,"{'programming': 1, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 5}"
41344156.pdf,4,0,0,2.2272727272727275,0.6016052155208184,1.5072194856983865,"{'programming': 4, 'data_science': 2, 'cloud': 0, 'databases': 2, 'soft_skills': 3}"
12334140.pdf,4,0,0,2.4285714285714284,0.40167870634293895,1.5075625337285918,"{'programming': 2, 'data_science': 1, 'cloud': 0, 'databases': 0, 'soft_skills': 4}"
37764298.pdf,4,0,0,2.5,0.33597528985308606,1.5089938224632715,"{'programming': 2, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 0}"
26768723.pdf,4,0,0,2.5,0.34506251478537614,1.5112656286963442,"{'programming': 2, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 0}"
10553553.pdf,4,0,0,2.5,0.34544182911359195,1.511360457278398,"{'programming': 3, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 1}"
35325329.pdf,4,0,0,2.5,0.362761419494752,1.515690354873688,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 8}"
23527321.pdf,4,0,0,2.5,0.3678508601061698,1.5169627150265426,"{'programming': 1, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 5}"
22776912.pdf,4,0,0,2.3,0.5735648968213924,1.5183912242053481,"{'programming': 4, 'data_science': 0, 'cloud': 2, 'databases': 0, 'soft_skills': 4}"
33241454.pdf,4,0,0,2.5,0.3740641717968072,1.518516042949202,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 4}"
20001721.pdf,4,0,0,2.25,0.6273213863907101,1.5193303465976775,"{'programming': 2, 'data_science': 0, 'cloud': 0, 'databases': 1, 'soft_skills': 1}"
17111768.pdf,4,0,0,2.333333333333333,0.5565760625756417,1.5224773489772438,"{'programming': 1, 'data_science': 0, 'cloud': 1, 'databases': 2, 'soft_skills': 14}"
13385306.pdf,4,0,0,2.1285714285714286,0.7619238476231277,1.5226238190486392,"{'programming': 14, 'data_science': 0, 'cloud': 0, 'databases': 13, 'soft_skills': 8}"
27770859.pdf,4,0,0,2.333333333333333,0.5630545168324204,1.5240969625414384,"{'programming': 2, 'data_science': 0, 'cloud': 0, 'databases': 1, 'soft_skills': 3}"
92069209.pdf,4,0,0,2.5,0.4162490189781024,1.5290622547445256,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 11}"
13405733.pdf,4,0,0,2.409090909090909,0.5197884628012368,1.5322198429730365,"{'programming': 4, 'data_science': 0, 'cloud': 0, 'databases': 2, 'soft_skills': 16}"
24230851.pdf,4,0,0,2.5,0.43234349733938404,1.533085874334846,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 6}"
89413122.pdf,4,0,0,2.333333333333333,0.6090374145086255,1.5355926869604897,"{'programming': 1, 'data_science': 1, 'cloud': 0, 'databases': 0, 'soft_skills': 1}"
14789139.pdf,4,0,0,2.5,0.45222549724034755,1.538056374310087,"{'programming': 1, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 14}"
68460556.pdf,4,0,0,2.5,0.46546431844383995,1.54136607961096,"{'programming': 2, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 2}"
27372171.pdf,4,0,0,2.3000000000000003,0.6675143415618541,1.5418785853904635,"{'programming': 1, 'data_science': 2, 'cloud': 0, 'databases': 0, 'soft_skills': 2}"
36856210.pdf,4,0,0,2.5,0.4818685825868443,1.545467145646711,"{'programming': 1, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 0}"
15651486.pdf,4,0,0,2.5,0.4858785078093595,1.54646962695234,"{'programming': 4, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 0}"
70089206.pdf,4,0,0,2.0833333333333335,0.915292727654583,1.549656515246979,"{'programming': 9, 'data_science': 1, 'cloud': 0, 'databases': 7, 'soft_skills': 1}"
20408458.pdf,4,0,0,2.5,0.5004232522333502,1.5501058130583376,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 6}"
26746496.pdf,4,0,0,2.4166666666666665,0.5911287440147794,1.5519488526703618,"{'programming': 22, 'data_science': 0, 'cloud': 0, 'databases': 2, 'soft_skills': 0}"
15297298.pdf,4,0,0,2.5,0.5126870449496269,1.5531717612374067,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 5}"
24913648.pdf,4,0,0,2.5,0.5181294886850678,1.554532372171267,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 1}"
10247517.pdf,4,0,0,2.5,0.5239763103720058,1.5559940775930015,"{'programming': 1, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 6}"
19850482.pdf,4,0,0,2.5,0.5360917530236943,1.5590229382559235,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 5}"
24083609.pdf,4,0,0,2.5,0.5496712505910748,1.5624178126477688,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 1}"
21780877.pdf,4,0,0,2.5,0.5556192289157222,1.5639048072289305,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 2}"
18176523.pdf,4,0,0,2.2142857142857144,0.858000421686562,1.568071533993069,"{'programming': 2, 'data_science': 0, 'cloud': 2, 'databases': 0, 'soft_skills': 3}"
39718499.pdf,4,0,0,2.5,0.5733543826435593,1.56833859566089,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 4}"
16186411.pdf,4,0,0,2.4032258064516125,0.7051327173650391,1.577089630954163,"{'programming': 28, 'data_science': 0, 'cloud': 0, 'databases': 3, 'soft_skills': 0}"
12635195.pdf,4,0,0,2.428571428571428,0.6805463828332508,1.5772794528511698,"{'programming': 4, 'data_science': 1, 'cloud': 0, 'databases': 0, 'soft_skills': 2}"
25905275.pdf,4,0,0,2.4,0.7107669849356286,1.577691746233907,"{'programming': 0, 'data_science': 0, 'cloud': 1, 'databases': 0, 'soft_skills': 9}"
10641230.pdf,4,0,0,2.3666666666666667,0.7477320086273203,1.5785996688234967,"{'programming': 12, 'data_science': 0, 'cloud': 2, 'databases': 0, 'soft_skills': 1}"
24038620.pdf,4,0,0,2.5,0.6261541289808266,1.5815385322452067,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 4}"
11580408.pdf,4,0,0,2.5,0.6286610797734583,1.5821652699433646,"{'programming': 7, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 2}"
17641670.pdf,4,0,0,2.375,0.7627057921834041,1.584426448045851,"{'programming': 2, 'data_science': 0, 'cloud': 1, 'databases': 0, 'soft_skills': 5}"
17688766.pdf,4,0,0,2.5,0.6407371540301383,1.5851842885075347,"{'programming': 2, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 5}"
18301617.pdf,4,0,0,2.4375,0.7039959772862563,1.5853739943215641,"{'programming': 4, 'data_science': 0, 'cloud': 0, 'databases': 1, 'soft_skills': 11}"
26480367.pdf,4,0,0,2.5,0.6512287852725752,1.587807196318144,"{'programming': 4, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 1}"
18752129.pdf,4,0,0,2.5,0.6695859624658398,1.59239649061646,"{'programming': 2, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 0}"
27058381.pdf,4,0,0,2.5,0.6896976850296804,1.5974244212574202,"{'programming': 2, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 11}"
28672970.pdf,4,0,0,2.5,0.7256055072856432,1.606401376821411,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 10}"
25959103.pdf,4,0,0,2.5,0.7294246079867732,1.6073561519966932,"{'programming': 6, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 2}"
16899268.pdf,4,0,0,2.4,0.8445870694678019,1.6111467673669504,"{'programming': 0, 'data_science': 1, 'cloud': 0, 'databases': 0, 'soft_skills': 4}"
31111279.pdf,4,0,0,2.5,0.7481094340220475,1.6120273585055118,"{'programming': 2, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 18}"
90867631.pdf,4,0,0,2.416666666666667,0.8373992679844128,1.61351648366277,"{'programming': 5, 'data_science': 0, 'cloud': 0, 'databases': 1, 'soft_skills': 6}"
51363762.pdf,4,0,0,2.5,0.814255216315926,1.6285638040789816,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 4}"
16533554.pdf,4,0,0,2.5,0.8163815761782656,1.6290953940445665,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 3}"
28897981.pdf,4,0,0,2.3888888888888893,0.9308736595215961,1.6299406371026213,"{'programming': 4, 'data_science': 0, 'cloud': 0, 'databases': 1, 'soft_skills': 4}"
20674668.pdf,4,0,0,2.294117647058824,1.0335452382798584,1.6319157213346704,"{'programming': 12, 'data_science': 1, 'cloud': 0, 'databases': 3, 'soft_skills': 1}"
27485716.pdf,4,0,0,2.5,0.8289086016608991,1.6322271504152248,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 5}"
11957080.pdf,4,0,0,2.4166666666666665,0.9429719039835139,1.6399096426625452,"{'programming': 8, 'data_science': 2, 'cloud': 0, 'databases': 0, 'soft_skills': 2}"
91635250.pdf,4,0,0,2.5,0.8601722987865833,1.640043074696646,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 2}"
19201175.pdf,4,0,0,2.5,0.8785005153250636,1.6446251288312659,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 3}"
39413067.pdf,4,0,0,2.5,0.9476069447458296,1.6619017361864574,"{'programming': 8, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 3}"
46260230.pdf,4,0,0,2.5,1.0043838787611101,1.6760959696902775,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 10}"
10840430.pdf,4,0,0,2.5,1.037244611358305,1.6843111528395762,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 4}"
51639418.pdf,5,0,0,2.2,0.5572582759321568,1.6893145689830393,"{'programming': 2, 'data_science': 0, 'cloud': 1, 'databases': 2, 'soft_skills': 5}"
11584809.pdf,4,0,0,2.5,1.063674305069681,1.6909185762674204,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 4}"
83816738.pdf,4,0,0,2.245762711864407,1.3235622141013461,1.6923312314914385,"{'programming': 40, 'data_science': 2, 'cloud': 3, 'databases': 11, 'soft_skills': 3}"
23666211.pdf,4,0,0,2.5,1.1167271201335986,1.7041817800333998,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 6}"
28035460.pdf,4,0,0,2.3333333333333335,1.3391318803233185,1.7181163034141629,"{'programming': 0, 'data_science': 1, 'cloud': 1, 'databases': 0, 'soft_skills': 7}"
25990239.pdf,5,0,0,2.35,0.6910837468292912,1.7602709367073226,"{'programming': 4, 'data_science': 3, 'cloud': 0, 'databases': 0, 'soft_skills': 3}"
25207620.pdf,4,0,0,2.5,1.8681373685379052,1.8920343421344763,"{'programming': 1, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 1}"
24889109.pdf,4,3,3,2.5,0.6021695889656876,2.475542397241422,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 1}"
22450718.pdf,4,5,5,2.0,1.00754106084429,3.051885265211072,"{'programming': 1, 'data_science': 0, 'cloud': 0, 'databases': 2, 'soft_skills': 1}"
91697974.pdf,4,5,5,2.5,0.7453078805412939,3.1113269701353232,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 10}"
28126340.pdf,4,9,9,2.1363636363636367,0.6660806124503958,4.200611062203508,"{'programming': 25, 'data_science': 0, 'cloud': 0, 'databases': 16, 'soft_skills': 3}"
15791766.pdf,4,9,9,2.388888888888889,0.7076308138466053,4.274129925683874,"{'programming': 0, 'data_science': 0, 'cloud': 1, 'databases': 0, 'soft_skills': 8}"
29975124.pdf,4,20,10,2.058823529411765,0.5088639604384854,4.441921872462562,"{'programming': 16, 'data_science': 0, 'cloud': 0, 'databases': 15, 'soft_skills': 3}"
23864648.pdf,4,20,10,1.857142857142857,0.8811862585323725,4.484582278918808,"{'programming': 0, 'data_science': 1, 'cloud': 3, 'databases': 1, 'soft_skills': 2}"
33381211.pdf,4,20,10,1.7380952380952381,1.0024418198541356,4.485134264487343,"{'programming': 2, 'data_science': 0, 'cloud': 12, 'databases': 4, 'soft_skills': 3}"
25857360.pdf,4,14,10,2.5,0.2938606630504281,4.498465165762607,"{'programming': 0, 'data_science': 0, 'cloud': 0, 'databases': 0, 'soft_skills': 2}"
20879311.pdf,4,15,10,2.428571428571428,0.48507428134894537,4.528411427480093,"{'programming': 4, 'data_science': 1, 'cloud': 0, 'databases': 0, 'soft_skills': 2}"
26801767.pdf,4,30,10,2.4375,0.5787203792956271,4.554055094823907,"{'programming': 0, 'data_science': 1, 'cloud': 0, 'databases': 0, 'soft_skills': 7}"
27536013.pdf,4,10,10,2.3125,0.734292404685195,4.561698101171299,"{'programming': 4, 'data_science': 2, 'cloud': 0, 'databases': 2, 'soft_skills': 8}"
37242217.pdf,4,10,10,2.2083333333333335,1.1725811229462284,4.6452286140698895,"{'programming': 12, 'data_science': 0, 'cloud': 2, 'databases': 5, 'soft_skills': 5}"
36434348.pdf,4,10,10,2.3076923076923075,1.2529260063902672,4.6901545785206435,"{'programming': 15, 'data_science': 0, 'cloud': 0, 'databases': 5, 'soft_skills': 6}"
